route_variant,seq,from_station,to_station,distance_miles,run_min,wait_min
WOKING - SOUTHAMPTON CENTRAL (3),8,ST DENYS,SOUTHAMPTON CENTRAL,,4,1
POOLE - BASINGSTOKE (2),1,POOLE,PARKSTONE,,4,0
POOLE - BASINGSTOKE (2),2,PARKSTONE,BRANKSOME,,3,0
POOLE - BASINGSTOKE (2),3,BRANKSOME,BOURNEMOUTH,,6,0
POOLE - BASINGSTOKE (2),4,BOURNEMOUTH,BROCKENHURST,,15,2
POOLE - BASINGSTOKE (2),5,BROCKENHURST,TOTTON,,11,1
POOLE - BASINGSTOKE (2),6,TOTTON,SOUTHAMPTON CENTRAL,,6,0
POOLE - BASINGSTOKE (2),7,SOUTHAMPTON CENTRAL,SOUTHAMPTON AIRPORT (PARKWAY),,7,2
POOLE - BASINGSTOKE (2),8,SOUTHAMPTON AIRPORT (PARKWAY),WINCHESTER,,8,1
POOLE - BASINGSTOKE (2),9,WINCHESTER,BASINGSTOKE,,16,1
BOURNEMOUTH - WINCHESTER,1,BOURNEMOUTH,POKESDOWN,,4,0
BOURNEMOUTH - WINCHESTER,2,POKESDOWN,CHRISTCHURCH,,3,0
BOURNEMOUTH - WINCHESTER,3,CHRISTCHURCH,HINTON ADMIRAL,,5,1
BOURNEMOUTH - WINCHESTER,4,HINTON ADMIRAL,NEW MILTON,,4,0
BOURNEMOUTH - WINCHESTER,5,NEW MILTON,SWAY,,5,0
BOURNEMOUTH - WINCHESTER,6,SWAY,BROCKENHURST,,5,0
BOURNEMOUTH - WINCHESTER,7,BROCKENHURST,ASHURST NEW FOREST,,7,1
BOURNEMOUTH - WINCHESTER,8,ASHURST NEW FOREST,TOTTON,,4,1
BOURNEMOUTH - WINCHESTER,9,TOTTON,SOUTHAMPTON CENTRAL,,5,1
BOURNEMOUTH - WINCHESTER,10,SOUTHAMPTON CENTRAL,SOUTHAMPTON AIRPORT (PARKWAY),,7,10
BOURNEMOUTH - WINCHESTER,11,SOUTHAMPTON AIRPORT (PARKWAY),WINCHESTER,,9,1
WOKING - GILLINGHAM (DORSET),1,WOKING,BASINGSTOKE,,20,1
WOKING - GILLINGHAM (DORSET),2,BASINGSTOKE,OVERTON,,9,2
WOKING - GILLINGHAM (DORSET),3,OVERTON,WHITCHURCH (HAMPSHIRE),,5,0
WOKING - GILLINGHAM (DORSET),4,WHITCHURCH (HAMPSHIRE),ANDOVER,,7,0
WOKING - GILLINGHAM (DORSET),5,ANDOVER,GRATELEY,,8,1
WOKING - GILLINGHAM (DORSET),6,GRATELEY,SALISBURY,,12,0
WOKING - GILLINGHAM (DORSET),7,SALISBURY,TISBURY,,18,2
WOKING - GILLINGHAM (DORSET),8,TISBURY,GILLINGHAM (DORSET),,10,1
WOKING - EXETER ST DAVIDS (5),1,WOKING,BASINGSTOKE,,22,1
WOKING - EXETER ST DAVIDS (5),2,BASINGSTOKE,OVERTON,,8,2
WOKING - EXETER ST DAVIDS (5),3,OVERTON,WHITCHURCH (HAMPSHIRE),,5,0
WOKING - EXETER ST DAVIDS (5),4,WHITCHURCH (HAMPSHIRE),ANDOVER,,8,0
WOKING - EXETER ST DAVIDS (5),5,ANDOVER,GRATELEY,,8,2
WOKING - EXETER ST DAVIDS (5),6,GRATELEY,SALISBURY,,12,0
WOKING - EXETER ST DAVIDS (5),7,SALISBURY,TISBURY,,19,4
WOKING - EXETER ST DAVIDS (5),8,TISBURY,GILLINGHAM (DORSET),,10,0
WOKING - EXETER ST DAVIDS (5),9,GILLINGHAM (DORSET),TEMPLECOMBE,,8,1
WOKING - EXETER ST DAVIDS (5),10,TEMPLECOMBE,SHERBORNE,,7,0
WOKING - EXETER ST DAVIDS (5),11,SHERBORNE,YEOVIL JUNCTION,,6,0
WOKING - EXETER ST DAVIDS (5),12,YEOVIL JUNCTION,CREWKERNE,,9,4
WOKING - EXETER ST DAVIDS (5),13,CREWKERNE,AXMINSTER,,14,0
WOKING - EXETER ST DAVIDS (5),14,AXMINSTER,HONITON,,11,1
WOKING - EXETER ST DAVIDS (5),15,HONITON,FENITON,,5,1
WOKING - EXETER ST DAVIDS (5),16,FENITON,CRANBROOK,,8,0
WOKING - EXETER ST DAVIDS (5),17,CRANBROOK,PINHOE,,4,0
WOKING - EXETER ST DAVIDS (5),18,PINHOE,EXETER CENTRAL,,5,0
WOKING - EXETER ST DAVIDS (5),19,EXETER CENTRAL,EXETER ST DAVIDS,,3,0
YEOVIL JUNCTION - BASINGSTOKE,1,YEOVIL JUNCTION,SHERBORNE,,6,0
YEOVIL JUNCTION - BASINGSTOKE,2,SHERBORNE,TEMPLECOMBE,,8,0
YEOVIL JUNCTION - BASINGSTOKE,3,TEMPLECOMBE,GILLINGHAM (DORSET),,7,0
YEOVIL JUNCTION - BASINGSTOKE,4,GILLINGHAM (DORSET),TISBURY,,10,1
YEOVIL JUNCTION - BASINGSTOKE,5,TISBURY,SALISBURY,,15,0
YEOVIL JUNCTION - BASINGSTOKE,6,SALISBURY,GRATELEY,,12,5
YEOVIL JUNCTION - BASINGSTOKE,7,GRATELEY,ANDOVER,,6,1
YEOVIL JUNCTION - BASINGSTOKE,8,ANDOVER,WHITCHURCH (HAMPSHIRE),,8,1
YEOVIL JUNCTION - BASINGSTOKE,9,WHITCHURCH (HAMPSHIRE),OVERTON,,5,1
YEOVIL JUNCTION - BASINGSTOKE,10,OVERTON,BASINGSTOKE,,9,1
EXETER ST DAVIDS - BASINGSTOKE,1,EXETER ST DAVIDS,EXETER CENTRAL,,3,0
EXETER ST DAVIDS - BASINGSTOKE,2,EXETER CENTRAL,PINHOE,,5,1
EXETER ST DAVIDS - BASINGSTOKE,3,PINHOE,CRANBROOK,,4,0
EXETER ST DAVIDS - BASINGSTOKE,4,CRANBROOK,WHIMPLE,,5,0
EXETER ST DAVIDS - BASINGSTOKE,5,WHIMPLE,FENITON,,6,0
EXETER ST DAVIDS - BASINGSTOKE,6,FENITON,HONITON,,6,0
EXETER ST DAVIDS - BASINGSTOKE,7,HONITON,AXMINSTER,,11,1
EXETER ST DAVIDS - BASINGSTOKE,8,AXMINSTER,CREWKERNE,,12,1
EXETER ST DAVIDS - BASINGSTOKE,9,CREWKERNE,YEOVIL JUNCTION,,9,1
EXETER ST DAVIDS - BASINGSTOKE,10,YEOVIL JUNCTION,SHERBORNE,,6,5
EXETER ST DAVIDS - BASINGSTOKE,11,SHERBORNE,TEMPLECOMBE,,8,0
EXETER ST DAVIDS - BASINGSTOKE,12,TEMPLECOMBE,GILLINGHAM (DORSET),,7,0
EXETER ST DAVIDS - BASINGSTOKE,13,GILLINGHAM (DORSET),TISBURY,,10,1
EXETER ST DAVIDS - BASINGSTOKE,14,TISBURY,SALISBURY,,15,0
EXETER ST DAVIDS - BASINGSTOKE,15,SALISBURY,GRATELEY,,12,8
EXETER ST DAVIDS - BASINGSTOKE,16,GRATELEY,ANDOVER,,6,1
EXETER ST DAVIDS - BASINGSTOKE,17,ANDOVER,WHITCHURCH (HAMPSHIRE),,8,1
EXETER ST DAVIDS - BASINGSTOKE,18,WHITCHURCH (HAMPSHIRE),OVERTON,,5,1
EXETER ST DAVIDS - BASINGSTOKE,19,OVERTON,BASINGSTOKE,,8,1
HONITON - WOKING,1,HONITON,AXMINSTER,,10,0
HONITON - WOKING,2,AXMINSTER,CREWKERNE,,13,1
HONITON - WOKING,3,CREWKERNE,YEOVIL JUNCTION,,9,0
HONITON - WOKING,4,YEOVIL JUNCTION,SHERBORNE,,6,1
HONITON - WOKING,5,SHERBORNE,TEMPLECOMBE,,8,0
HONITON - WOKING,6,TEMPLECOMBE,GILLINGHAM (DORSET),,7,0
HONITON - WOKING,7,GILLINGHAM (DORSET),TISBURY,,10,1
HONITON - WOKING,8,TISBURY,SALISBURY,,15,0
HONITON - WOKING,9,SALISBURY,GRATELEY,,12,4
HONITON - WOKING,10,GRATELEY,ANDOVER,,7,0
HONITON - WOKING,11,ANDOVER,WHITCHURCH (HAMPSHIRE),,8,1
HONITON - WOKING,12,WHITCHURCH (HAMPSHIRE),OVERTON,,6,0
HONITON - WOKING,13,OVERTON,BASINGSTOKE,,9,0
HONITON - WOKING,14,BASINGSTOKE,WOKING,,19,1
YEOVIL PEN MILL - WOKING,1,YEOVIL PEN MILL,YEOVIL JUNCTION,,5,0
YEOVIL PEN MILL - WOKING,2,YEOVIL JUNCTION,SHERBORNE,,6,4
YEOVIL PEN MILL - WOKING,3,SHERBORNE,TEMPLECOMBE,,8,0
YEOVIL PEN MILL - WOKING,4,TEMPLECOMBE,GILLINGHAM (DORSET),,8,0
YEOVIL PEN MILL - WOKING,5,GILLINGHAM (DORSET),TISBURY,,10,1
YEOVIL PEN MILL - WOKING,6,TISBURY,SALISBURY,,15,0
YEOVIL PEN MILL - WOKING,7,SALISBURY,GRATELEY,,12,7
YEOVIL PEN MILL - WOKING,8,GRATELEY,ANDOVER,,7,0
YEOVIL PEN MILL - WOKING,9,ANDOVER,WHITCHURCH (HAMPSHIRE),,8,1
YEOVIL PEN MILL - WOKING,10,WHITCHURCH (HAMPSHIRE),OVERTON,,6,0
YEOVIL PEN MILL - WOKING,11,OVERTON,BASINGSTOKE,,9,0
YEOVIL PEN MILL - WOKING,12,BASINGSTOKE,WOKING,,19,1
EXETER ST DAVIDS - WOKING (6),1,EXETER ST DAVIDS,EXETER CENTRAL,,3,0
EXETER ST DAVIDS - WOKING (6),2,EXETER CENTRAL,PINHOE,,5,1
EXETER ST DAVIDS - WOKING (6),3,PINHOE,CRANBROOK,,4,0
EXETER ST DAVIDS - WOKING (6),4,CRANBROOK,HONITON,,12,0
EXETER ST DAVIDS - WOKING (6),5,HONITON,AXMINSTER,,11,2
EXETER ST DAVIDS - WOKING (6),6,AXMINSTER,CREWKERNE,,12,1
EXETER ST DAVIDS - WOKING (6),7,CREWKERNE,YEOVIL JUNCTION,,8,1
EXETER ST DAVIDS - WOKING (6),8,YEOVIL JUNCTION,SHERBORNE,,6,4
EXETER ST DAVIDS - WOKING (6),9,SHERBORNE,TEMPLECOMBE,,8,0
EXETER ST DAVIDS - WOKING (6),10,TEMPLECOMBE,GILLINGHAM (DORSET),,7,0
EXETER ST DAVIDS - WOKING (6),11,GILLINGHAM (DORSET),TISBURY,,10,1
EXETER ST DAVIDS - WOKING (6),12,TISBURY,SALISBURY,,16,0
EXETER ST DAVIDS - WOKING (6),13,SALISBURY,ANDOVER,,17,4
EXETER ST DAVIDS - WOKING (6),14,ANDOVER,BASINGSTOKE,,17,1
EXETER ST DAVIDS - WOKING (6),15,BASINGSTOKE,WOKING,,19,1
GILLINGHAM (DORSET) - WOKING,1,GILLINGHAM (DORSET),TISBURY,,10,0
GILLINGHAM (DORSET) - WOKING,2,TISBURY,SALISBURY,,15,0
GILLINGHAM (DORSET) - WOKING,3,SALISBURY,GRATELEY,,12,4
GILLINGHAM (DORSET) - WOKING,4,GRATELEY,ANDOVER,,6,0
GILLINGHAM (DORSET) - WOKING,5,ANDOVER,WHITCHURCH (HAMPSHIRE),,8,1
GILLINGHAM (DORSET) - WOKING,6,WHITCHURCH (HAMPSHIRE),OVERTON,,6,0
GILLINGHAM (DORSET) - WOKING,7,OVERTON,BASINGSTOKE,,8,0
GILLINGHAM (DORSET) - WOKING,8,BASINGSTOKE,WOKING,,19,2
EXETER ST DAVIDS - WOKING (7),1,EXETER ST DAVIDS,EXETER CENTRAL,,3,0
EXETER ST DAVIDS - WOKING (7),2,EXETER CENTRAL,PINHOE,,5,1
EXETER ST DAVIDS - WOKING (7),3,PINHOE,CRANBROOK,,4,0
EXETER ST DAVIDS - WOKING (7),4,CRANBROOK,WHIMPLE,,5,0
EXETER ST DAVIDS - WOKING (7),5,WHIMPLE,FENITON,,6,0
EXETER ST DAVIDS - WOKING (7),6,FENITON,HONITON,,6,0
EXETER ST DAVIDS - WOKING (7),7,HONITON,AXMINSTER,,11,1
EXETER ST DAVIDS - WOKING (7),8,AXMINSTER,CREWKERNE,,13,0
EXETER ST DAVIDS - WOKING (7),9,CREWKERNE,YEOVIL JUNCTION,,10,0
EXETER ST DAVIDS - WOKING (7),10,YEOVIL JUNCTION,SHERBORNE,,5,1
EXETER ST DAVIDS - WOKING (7),11,SHERBORNE,TEMPLECOMBE,,9,0
EXETER ST DAVIDS - WOKING (7),12,TEMPLECOMBE,GILLINGHAM (DORSET),,7,0
EXETER ST DAVIDS - WOKING (7),13,GILLINGHAM (DORSET),TISBURY,,10,1
EXETER ST DAVIDS - WOKING (7),14,TISBURY,SALISBURY,,15,0
EXETER ST DAVIDS - WOKING (7),15,SALISBURY,ANDOVER,,16,4
EXETER ST DAVIDS - WOKING (7),16,ANDOVER,BASINGSTOKE,,17,1
EXETER ST DAVIDS - WOKING (7),17,BASINGSTOKE,WOKING,,18,2
WOKING - YEOVIL JUNCTION (2),1,WOKING,BASINGSTOKE,,19,1
WOKING - YEOVIL JUNCTION (2),2,BASINGSTOKE,OVERTON,,8,3
WOKING - YEOVIL JUNCTION (2),3,OVERTON,WHITCHURCH (HAMPSHIRE),,5,0
WOKING - YEOVIL JUNCTION (2),4,WHITCHURCH (HAMPSHIRE),ANDOVER,,8,0
WOKING - YEOVIL JUNCTION (2),5,ANDOVER,GRATELEY,,7,1
WOKING - YEOVIL JUNCTION (2),6,GRATELEY,SALISBURY,,12,0
WOKING - YEOVIL JUNCTION (2),7,SALISBURY,TISBURY,,13,4
WOKING - YEOVIL JUNCTION (2),8,TISBURY,GILLINGHAM (DORSET),,10,1
WOKING - YEOVIL JUNCTION (2),9,GILLINGHAM (DORSET),TEMPLECOMBE,,7,5
WOKING - YEOVIL JUNCTION (2),10,TEMPLECOMBE,SHERBORNE,,7,0
WOKING - YEOVIL JUNCTION (2),11,SHERBORNE,YEOVIL JUNCTION,,5,1
BASINGSTOKE - WESTBURY WILTS,1,BASINGSTOKE,OVERTON,,8,5
BASINGSTOKE - WESTBURY WILTS,2,OVERTON,WHITCHURCH (HAMPSHIRE),,5,1
BASINGSTOKE - WESTBURY WILTS,3,WHITCHURCH (HAMPSHIRE),ANDOVER,,8,0
BASINGSTOKE - WESTBURY WILTS,4,ANDOVER,GRATELEY,,8,1
BASINGSTOKE - WESTBURY WILTS,5,GRATELEY,SALISBURY,,12,0
BASINGSTOKE - WESTBURY WILTS,6,SALISBURY,TISBURY,,14,3
BASINGSTOKE - WESTBURY WILTS,7,TISBURY,GILLINGHAM (DORSET),,10,0
BASINGSTOKE - WESTBURY WILTS,8,GILLINGHAM (DORSET),TEMPLECOMBE,,7,4
BASINGSTOKE - WESTBURY WILTS,9,TEMPLECOMBE,SHERBORNE,,7,0
BASINGSTOKE - WESTBURY WILTS,10,SHERBORNE,YEOVIL JUNCTION,,5,1
BASINGSTOKE - WESTBURY WILTS,11,YEOVIL JUNCTION,YEOVIL PEN MILL,,5,4
BASINGSTOKE - WESTBURY WILTS,12,YEOVIL PEN MILL,CASTLE CARY,,13,2
BASINGSTOKE - WESTBURY WILTS,13,CASTLE CARY,BRUTON,,5,2
BASINGSTOKE - WESTBURY WILTS,14,BRUTON,FROME,,12,0
BASINGSTOKE - WESTBURY WILTS,15,FROME,WESTBURY WILTS,,11,1
BASINGSTOKE - EXETER ST DAVIDS,1,BASINGSTOKE,OVERTON,,9,1
BASINGSTOKE - EXETER ST DAVIDS,2,OVERTON,WHITCHURCH (HAMPSHIRE),,5,0
BASINGSTOKE - EXETER ST DAVIDS,3,WHITCHURCH (HAMPSHIRE),ANDOVER,,7,1
BASINGSTOKE - EXETER ST DAVIDS,4,ANDOVER,GRATELEY,,8,1
BASINGSTOKE - EXETER ST DAVIDS,5,GRATELEY,SALISBURY,,12,0
BASINGSTOKE - EXETER ST DAVIDS,6,SALISBURY,TISBURY,,15,4
BASINGSTOKE - EXETER ST DAVIDS,7,TISBURY,GILLINGHAM (DORSET),,10,0
BASINGSTOKE - EXETER ST DAVIDS,8,GILLINGHAM (DORSET),TEMPLECOMBE,,7,1
BASINGSTOKE - EXETER ST DAVIDS,9,TEMPLECOMBE,SHERBORNE,,7,0
BASINGSTOKE - EXETER ST DAVIDS,10,SHERBORNE,YEOVIL JUNCTION,,5,1
BASINGSTOKE - EXETER ST DAVIDS,11,YEOVIL JUNCTION,CREWKERNE,,9,1
BASINGSTOKE - EXETER ST DAVIDS,12,CREWKERNE,AXMINSTER,,13,1
BASINGSTOKE - EXETER ST DAVIDS,13,AXMINSTER,HONITON,,11,1
BASINGSTOKE - EXETER ST DAVIDS,14,HONITON,WHIMPLE,,8,1
BASINGSTOKE - EXETER ST DAVIDS,15,WHIMPLE,CRANBROOK,,5,0
BASINGSTOKE - EXETER ST DAVIDS,16,CRANBROOK,PINHOE,,4,0
BASINGSTOKE - EXETER ST DAVIDS,17,PINHOE,EXETER CENTRAL,,5,0
BASINGSTOKE - EXETER ST DAVIDS,18,EXETER CENTRAL,EXETER ST DAVIDS,,3,0
BASINGSTOKE - YEOVIL PEN MILL,1,BASINGSTOKE,OVERTON,,8,3
BASINGSTOKE - YEOVIL PEN MILL,2,OVERTON,WHITCHURCH (HAMPSHIRE),,5,1
BASINGSTOKE - YEOVIL PEN MILL,3,WHITCHURCH (HAMPSHIRE),ANDOVER,,8,0
BASINGSTOKE - YEOVIL PEN MILL,4,ANDOVER,GRATELEY,,7,1
BASINGSTOKE - YEOVIL PEN MILL,5,GRATELEY,SALISBURY,,12,1
BASINGSTOKE - YEOVIL PEN MILL,6,SALISBURY,TISBURY,,14,3
BASINGSTOKE - YEOVIL PEN MILL,7,TISBURY,GILLINGHAM (DORSET),,10,0
BASINGSTOKE - YEOVIL PEN MILL,8,GILLINGHAM (DORSET),TEMPLECOMBE,,7,4
BASINGSTOKE - YEOVIL PEN MILL,9,TEMPLECOMBE,SHERBORNE,,7,0
BASINGSTOKE - YEOVIL PEN MILL,10,SHERBORNE,YEOVIL JUNCTION,,6,1
BASINGSTOKE - YEOVIL PEN MILL,11,YEOVIL JUNCTION,YEOVIL PEN MILL,,7,4
BASINGSTOKE - EXETER ST DAVIDS (2),1,BASINGSTOKE,OVERTON,,8,1
BASINGSTOKE - EXETER ST DAVIDS (2),2,OVERTON,WHITCHURCH (HAMPSHIRE),,5,1
BASINGSTOKE - EXETER ST DAVIDS (2),3,WHITCHURCH (HAMPSHIRE),ANDOVER,,8,0
BASINGSTOKE - EXETER ST DAVIDS (2),4,ANDOVER,GRATELEY,,7,1
BASINGSTOKE - EXETER ST DAVIDS (2),5,GRATELEY,SALISBURY,,12,1
BASINGSTOKE - EXETER ST DAVIDS (2),6,SALISBURY,TISBURY,,15,3
BASINGSTOKE - EXETER ST DAVIDS (2),7,TISBURY,GILLINGHAM (DORSET),,10,0
BASINGSTOKE - EXETER ST DAVIDS (2),8,GILLINGHAM (DORSET),TEMPLECOMBE,,7,1
BASINGSTOKE - EXETER ST DAVIDS (2),9,TEMPLECOMBE,SHERBORNE,,7,0
BASINGSTOKE - EXETER ST DAVIDS (2),10,SHERBORNE,YEOVIL JUNCTION,,5,1
BASINGSTOKE - EXETER ST DAVIDS (2),11,YEOVIL JUNCTION,CREWKERNE,,9,1
BASINGSTOKE - EXETER ST DAVIDS (2),12,CREWKERNE,AXMINSTER,,13,1
BASINGSTOKE - EXETER ST DAVIDS (2),13,AXMINSTER,HONITON,,11,1
BASINGSTOKE - EXETER ST DAVIDS (2),14,HONITON,FENITON,,6,1
BASINGSTOKE - EXETER ST DAVIDS (2),15,FENITON,CRANBROOK,,7,0
BASINGSTOKE - EXETER ST DAVIDS (2),16,CRANBROOK,PINHOE,,4,0
BASINGSTOKE - EXETER ST DAVIDS (2),17,PINHOE,EXETER CENTRAL,,5,0
BASINGSTOKE - EXETER ST DAVIDS (2),18,EXETER CENTRAL,EXETER ST DAVIDS,,3,1
WOKING - EXETER ST DAVIDS (6),1,WOKING,BASINGSTOKE,,20,1
WOKING - EXETER ST DAVIDS (6),2,BASINGSTOKE,OVERTON,,8,1
WOKING - EXETER ST DAVIDS (6),3,OVERTON,WHITCHURCH (HAMPSHIRE),,5,1
WOKING - EXETER ST DAVIDS (6),4,WHITCHURCH (HAMPSHIRE),ANDOVER,,8,0
WOKING - EXETER ST DAVIDS (6),5,ANDOVER,GRATELEY,,8,1
WOKING - EXETER ST DAVIDS (6),6,GRATELEY,SALISBURY,,12,0
WOKING - EXETER ST DAVIDS (6),7,SALISBURY,TISBURY,,13,4
WOKING - EXETER ST DAVIDS (6),8,TISBURY,GILLINGHAM (DORSET),,10,1
WOKING - EXETER ST DAVIDS (6),9,GILLINGHAM (DORSET),TEMPLECOMBE,,7,1
WOKING - EXETER ST DAVIDS (6),10,TEMPLECOMBE,SHERBORNE,,7,0
WOKING - EXETER ST DAVIDS (6),11,SHERBORNE,YEOVIL JUNCTION,,5,1
WOKING - EXETER ST DAVIDS (6),12,YEOVIL JUNCTION,CREWKERNE,,9,3
WOKING - EXETER ST DAVIDS (6),13,CREWKERNE,AXMINSTER,,13,1
WOKING - EXETER ST DAVIDS (6),14,AXMINSTER,HONITON,,11,1
WOKING - EXETER ST DAVIDS (6),15,HONITON,WHIMPLE,,8,1
WOKING - EXETER ST DAVIDS (6),16,WHIMPLE,CRANBROOK,,5,0
WOKING - EXETER ST DAVIDS (6),17,CRANBROOK,PINHOE,,4,0
WOKING - EXETER ST DAVIDS (6),18,PINHOE,EXETER CENTRAL,,5,0
WOKING - EXETER ST DAVIDS (6),19,EXETER CENTRAL,EXETER ST DAVIDS,,3,1
BASINGSTOKE - SALISBURY,1,BASINGSTOKE,OVERTON,,8,4
BASINGSTOKE - SALISBURY,2,OVERTON,WHITCHURCH (HAMPSHIRE),,5,0
BASINGSTOKE - SALISBURY,3,WHITCHURCH (HAMPSHIRE),ANDOVER,,8,0
BASINGSTOKE - SALISBURY,4,ANDOVER,GRATELEY,,7,1
BASINGSTOKE - SALISBURY,5,GRATELEY,SALISBURY,,13,0
WOKING - EXETER ST DAVIDS (7),1,WOKING,BASINGSTOKE,,20,1
WOKING - EXETER ST DAVIDS (7),2,BASINGSTOKE,OVERTON,,9,1
WOKING - EXETER ST DAVIDS (7),3,OVERTON,WHITCHURCH (HAMPSHIRE),,5,0
WOKING - EXETER ST DAVIDS (7),4,WHITCHURCH (HAMPSHIRE),ANDOVER,,7,0
WOKING - EXETER ST DAVIDS (7),5,ANDOVER,GRATELEY,,8,1
WOKING - EXETER ST DAVIDS (7),6,GRATELEY,SALISBURY,,12,0
WOKING - EXETER ST DAVIDS (7),7,SALISBURY,TISBURY,,16,2
WOKING - EXETER ST DAVIDS (7),8,TISBURY,GILLINGHAM (DORSET),,9,1
WOKING - EXETER ST DAVIDS (7),9,GILLINGHAM (DORSET),TEMPLECOMBE,,8,1
WOKING - EXETER ST DAVIDS (7),10,TEMPLECOMBE,SHERBORNE,,7,0
WOKING - EXETER ST DAVIDS (7),11,SHERBORNE,YEOVIL JUNCTION,,6,0
WOKING - EXETER ST DAVIDS (7),12,YEOVIL JUNCTION,CREWKERNE,,9,2
WOKING - EXETER ST DAVIDS (7),13,CREWKERNE,AXMINSTER,,14,0
WOKING - EXETER ST DAVIDS (7),14,AXMINSTER,HONITON,,11,3
WOKING - EXETER ST DAVIDS (7),15,HONITON,FENITON,,5,20
WOKING - EXETER ST DAVIDS (7),16,FENITON,WHIMPLE,,5,0
WOKING - EXETER ST DAVIDS (7),17,WHIMPLE,CRANBROOK,,5,0
WOKING - EXETER ST DAVIDS (7),18,CRANBROOK,PINHOE,,4,0
WOKING - EXETER ST DAVIDS (7),19,PINHOE,EXETER CENTRAL,,5,0
WOKING - EXETER ST DAVIDS (7),20,EXETER CENTRAL,EXETER ST DAVIDS,,3,0
PORTSMOUTH HARBOUR - WOKING (5),1,PORTSMOUTH HARBOUR,PORTSMOUTH & SOUTHSEA,,3,0
PORTSMOUTH HARBOUR - WOKING (5),2,PORTSMOUTH & SOUTHSEA,FRATTON PORTSMOUTH,,4,1
PORTSMOUTH HARBOUR - WOKING (5),3,FRATTON PORTSMOUTH,HILSEA PORTSMOUTH,,4,0
PORTSMOUTH HARBOUR - WOKING (5),4,HILSEA PORTSMOUTH,COSHAM,,5,1
PORTSMOUTH HARBOUR - WOKING (5),5,COSHAM,PORTCHESTER,,5,0
PORTSMOUTH HARBOUR - WOKING (5),6,PORTCHESTER,FAREHAM,,6,0
PORTSMOUTH HARBOUR - WOKING (5),7,FAREHAM,BOTLEY,,9,0
PORTSMOUTH HARBOUR - WOKING (5),8,BOTLEY,HEDGE END,,4,0
PORTSMOUTH HARBOUR - WOKING (5),9,HEDGE END,EASTLEIGH,,6,1
PORTSMOUTH HARBOUR - WOKING (5),10,EASTLEIGH,WINCHESTER,,9,2
PORTSMOUTH HARBOUR - WOKING (5),11,WINCHESTER,MICHELDEVER,,8,1
PORTSMOUTH HARBOUR - WOKING (5),12,MICHELDEVER,BASINGSTOKE,,10,0
PORTSMOUTH HARBOUR - WOKING (5),13,BASINGSTOKE,FARNBOROUGH (MAIN),,13,2
PORTSMOUTH HARBOUR - WOKING (5),14,FARNBOROUGH (MAIN),WOKING,,9,1
WOKING - YEOVIL PEN MILL,1,WOKING,BASINGSTOKE,,19,1
WOKING - YEOVIL PEN MILL,2,BASINGSTOKE,OVERTON,,8,3
WOKING - YEOVIL PEN MILL,3,OVERTON,WHITCHURCH (HAMPSHIRE),,5,0
WOKING - YEOVIL PEN MILL,4,WHITCHURCH (HAMPSHIRE),ANDOVER,,8,0
WOKING - YEOVIL PEN MILL,5,ANDOVER,GRATELEY,,7,1
WOKING - YEOVIL PEN MILL,6,GRATELEY,SALISBURY,,12,0
WOKING - YEOVIL PEN MILL,7,SALISBURY,WARMINSTER,,20,4
WOKING - YEOVIL PEN MILL,8,WARMINSTER,WESTBURY WILTS,,8,1
WOKING - YEOVIL PEN MILL,9,WESTBURY WILTS,FROME,,9,4
WOKING - YEOVIL PEN MILL,10,FROME,BRUTON,,11,0
WOKING - YEOVIL PEN MILL,11,BRUTON,CASTLE CARY,,5,1
WOKING - YEOVIL PEN MILL,12,CASTLE CARY,YEOVIL PEN MILL,,14,16
WOKING - YEOVIL JUNCTION (3),1,WOKING,BASINGSTOKE,,19,1
WOKING - YEOVIL JUNCTION (3),2,BASINGSTOKE,OVERTON,,8,3
WOKING - YEOVIL JUNCTION (3),3,OVERTON,WHITCHURCH (HAMPSHIRE),,5,0
WOKING - YEOVIL JUNCTION (3),4,WHITCHURCH (HAMPSHIRE),ANDOVER,,8,0
WOKING - YEOVIL JUNCTION (3),5,ANDOVER,GRATELEY,,7,1
WOKING - YEOVIL JUNCTION (3),6,GRATELEY,SALISBURY,,12,0
WOKING - YEOVIL JUNCTION (3),7,SALISBURY,WARMINSTER,,20,12
WOKING - YEOVIL JUNCTION (3),8,WARMINSTER,WESTBURY WILTS,,8,1
WOKING - YEOVIL JUNCTION (3),9,WESTBURY WILTS,FROME,,9,6
WOKING - YEOVIL JUNCTION (3),10,FROME,BRUTON,,11,6
WOKING - YEOVIL JUNCTION (3),11,BRUTON,CASTLE CARY,,9,0
WOKING - YEOVIL JUNCTION (3),12,CASTLE CARY,YEOVIL PEN MILL,,14,1
WOKING - YEOVIL JUNCTION (3),13,YEOVIL PEN MILL,YEOVIL JUNCTION,,5,2
WEYMOUTH - WOKING (4),1,WEYMOUTH,UPWEY,,4,0
WEYMOUTH - WOKING (4),2,UPWEY,DORCHESTER SOUTH,,7,0
WEYMOUTH - WOKING (4),3,DORCHESTER SOUTH,MORETON (DORSET),,7,1
WEYMOUTH - WOKING (4),4,MORETON (DORSET),WOOL,,5,0
WEYMOUTH - WOKING (4),5,WOOL,WAREHAM,,6,1
WEYMOUTH - WOKING (4),6,WAREHAM,HOLTON HEATH,,3,1
WEYMOUTH - WOKING (4),7,HOLTON HEATH,HAMWORTHY,,5,0
